PaperID|Title|Authors|Venue|Year
53e9a4f3b7602d9702e17725|Metadata Standards for Data Warehousing: Open Information Model vs. Common Warehouse Metamodel.|Thomas Vetterli, Anca Vaduva, Martin Staudt|SIGMOD Record|2000
53e9b867b7602d97044345c3|Databases and Transaction Processing: An Application-Oriented Approach - Book Review.|Alfons Kemper|SIGMOD Record|2002
53e9b6c4b7602d970424fff3|Turmoil at NASA, and Numerous Funding Announcements.|Xiaolei Qian|SIGMOD Record|1995
53e9afeeb7602d9703a411ba|Towards a Richer Web Object Model.|Frank Manola|SIGMOD Record|1998
53e9a051b7602d9702935a51|Report in ISDO '00: The CAiSE*00 Workshop on Infrastructures for Dynamic Business-to-Business Service Outsourcinga.|Heiko Ludwig, Paul W. P. J. Grefen|SIGMOD Record|2000
53e9a25cb7602d9702b61fef|Toward Autonomic Computing with DB2 Universal Database.|Sam Lightstone, Guy M. Lohman, Daniel C. Zilio|SIGMOD Record|2002
53e9bd98b7602d9704a459d7|Report on the 7th EDBT Summer School: XML and Databases.|Riccardo Torlone, Paolo Atzeni|SIGMOD Record|2004
53e99854b7602d970208eaa9|The GenAlg Project.|Joachim Hammer, Markus Schneider 0001|SIGMOD Record|2004
53e9aabdb7602d970343b0bc|Mobile Databases: a Selection of Open Issues and Research Directions.|Guy Bernard, Jalel Ben-Othman, Luc Bouganim, Gérôme Canals, Sophie Chabridon, Bruno Defude, Jean Ferrié, Stéphane Gançarski, Rachid Guerraoui, Pascal Molli, Philippe Pucheral, Claudia Roncancio, Patricia Serrano-Alvarado, Patrick Valduriez|SIGMOD Record|2004
53e9b4efb7602d970401a8a0|Simulation data as data streams.|Ghaleb Abdulla, Terence Critchlow, William Arrighi|SIGMOD Record|2004
53e9b0fbb7602d9703b753f1|In-context peer-to-peer information filtering on the Web.|Aris M. Ouksel|SIGMOD Record|2003
53e9a5cdb7602d9702ef7927|Towards a database body of knowledge: a study from Spain.|Coral Calero, Mario Piattini, Francisco Ruiz|SIGMOD Record|2003
53e9a651b7602d9702f831d8|Report on the 9th International Workshop on Data Base Programming Languages.|Georg Lausen, Dan Suciu|SIGMOD Record|2004
53e99fc3b7602d970289e46b|Research and Practice in Federated Information Systems, Report of the EFIS '2000 International Workshop.|Wilhelm Hasselbring, Willem-Jan van den Heuvel, Geert-Jan Houben, Ralf-Detlef Kutsche, Bodo Rieger, Mark Roantree, Kazimierz Subieta|SIGMOD Record|2000
53e9b59bb7602d97040e14f1|The Clio Project: Managing Heterogeneity.|Renée J. Miller, Mauricio A. Hernández, Laura M. Haas, Ling-Ling Yan, C. T. Howard Ho, Ronald Fagin, Lucian Popa|SIGMOD Record|2001
53e9ad76b7602d9703764548|Performing Jobs without Decompression in a Compressed Database System.|S. J. O'Connell, N. Winterbottom|SIGMOD Record|2003
53e9abc5b7602d9703578d03|Data Mining: Practical Machine Learning Tools and Techniques - Book Review.|James Geller|SIGMOD Record|2002
53e9b97cb7602d970456a2b5|Infosphere Project: System Support for Information Flow Applications.|Calton Pu, Karsten Schwan, Jonathan Walpole|SIGMOD Record|2001
53e99e05b7602d97026cb93f|Cost Estimation of User-Defined Methods in Object-Relational Database Systems.|Jihad Boulos, Kinji Ono|SIGMOD Record|1999
53e99b0ab7602d970239c211|Reminiscences on Influential Papers.|Kenneth A. Ross, Amr El Abbadi, Theodore Johnson, Richard T. Snodgrass|SIGMOD Record|2002
53e99b26b7602d97023bfae5|Multigranularity Locking in Multiple Job Classes Transaction Processing System.|Shan-hoi Ng, Sheung-lun Hung|SIGMOD Record|1995
53e9be5db7602d9704b1f543|Kanata: Adaptation and Evolution in Data Sharing Systems.|Periklis Andritsos, Ariel Fuxman, Anastasios Kementsietsidis, Renée J. Miller, Yannis Velegrakis|SIGMOD Record|2004
53e9ba0bb7602d970460d669|VLDB Workshop on Technologies in E-Services (TES).|Fabio Casati, Umeshwar Dayal, Ming-Chien Shan|SIGMOD Record|2000
53e9bbcfb7602d970481e590|Mining System Audit Data: Opportunities and Challenges.|Wenke Lee, Wei Fan|SIGMOD Record|2001
53e9bd11b7602d970499c03a|SQL Multimedia and Application Packages (SQL/MM).|Jim Melton, Andrew Eisenberg|SIGMOD Record|2001
53e99f57b7602d97028287a6|NSF Workshop on Industrial/Academic Cooperation in Database Systems.|Michael J. Carey, Leonard J. Seligman|SIGMOD Record|1999
53e9b4d9b7602d9703ffe516|Condition Handling in SQL Persistent Stored Modules.|Jeff Richey|SIGMOD Record|1995
53e99924b7602d970215ef60|Rethinking the Conference Reviewing Process - Panel.|Michael J. Franklin, Jennifer Widom, Gerhard Weikum, Philip A. Bernstein, Alon Y. Halevy, David J. DeWitt, Anastassia Ailamaki, Zachary G. Ives|SIGMOD Conference|2004
53e9af46b7602d970398679c|Much Ado About Shared-Nothing.|Michael G. Norman, Thomas Zurek, Peter Thanisch|SIGMOD Record|1996
53e9a186b7602d9702a7bb6d|WebDB '98: International Workshop on the Web and Databases.|Paolo Atzeni, Alberto O. Mendelzon|SIGMOD Record|1998
53e9a8b0b7602d97031fe877|Research in Databases and Data-Intensive Applications - Computer Science Department and FZI, University of Karlsruhe.|Birgitta König-Ries, Peter C. Lockemann|SIGMOD Record|1997
53e9b40eb7602d9703f03182|Extraction of Object-Oriented Structures from Existing Relational Databases.|Shekar Ramanathan, Julia E. Hodges|SIGMOD Record|1997
53e9bb15b7602d970475279c|Spatial, Temporal and Spatio-Temporal Databases - Hot Issues and Directions for PhD Research.|John F. Roddick, Max J. Egenhofer, Erik G. Hoel, Dimitris Papadias, Betty Salzberg|SIGMOD Record|2004
53e99809b7602d970201f8e3|Chair's Message.|Richard T. Snodgrass|SIGMOD Record|2000
53e9ac8fb7602d97036690e5|Cluster Validity Methods: Part I.|Maria Halkidi, Yannis Batistakis, Michalis Vazirgiannis|SIGMOD Record|2002
53e9a488b7602d9702da802a|SQLJ-Part 1: SQL Routines Using the Java Programming Language.|Andrew Eisenberg, Jim Melton|SIGMOD Record|1999
53e99a8bb7602d97022fd9b9|Land below a DBMS.|Kaladhar Voruganti, Jai Menon, Sandeep Gopisetty|SIGMOD Record|2004
53e9b30ab7602d9703dce3a4|Comparative Analysis of Six XML Schema Languages.|Dongwon Lee, Wesley W. Chu|SIGMOD Record|2000
53e99fbcb7602d9702898c46|A Survey of Logical Models for OLAP Databases.|Panos Vassiliadis, Timos K. Sellis|SIGMOD Record|1999
53e9a96cb7602d97032c4567|Issues in data stream management.|Lukasz Golab, M. Tamer Özsu|SIGMOD Record|2003
53e9a0e6b7602d97029ce9e7|Converting Relational to Object-Oriented Databases.|Joseph Fong|SIGMOD Record|1997
53e999ffb7602d970224d2e2|Call for Book Reviews.|Karl Aberer|SIGMOD Record|2003
53e9aef1b7602d970391ef85|Distributed deviation detection in sensor networks.|Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki, Dimitrios Gunopulos|SIGMOD Record|2003
53e9a508b7602d9702e272bb|ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems.|P. Bruce Berra, Kingsley C. Nwosu, Bhavani M. Thuraisingham|SIGMOD Record|1995
53e9984fb7602d970208642b|The Third Manifesto.|Hugh Darwen, C. J. Date|SIGMOD Record|1995
53e99aa6b7602d970231e894|Interview with Jeffrey Naughton.|Marianne Winslett|SIGMOD Record|2004
53e9a5b6b7602d9702edd94d|Review of Web caching and replication by Michael Rabinovich and Oliver Spatscheck. Addison Wesley 2002.|Qiang Wang, Brian D. Davison 0001|SIGMOD Record|2003
53e99aa6b7602d970231e5cf|Interview with Avi Silberschatz.|Marianne Winslett|SIGMOD Record|2002
53e9a448b7602d9702d66728|UbiData: Requirements and Architecture for Ubiquitous Data Access.|Abdelsalam Helal, Joachim Hammer|SIGMOD Record|2004
53e99809b7602d970201f928|Chair's Message.|M. Tamer Özsu|SIGMOD Record|2003
53e99aacb7602d9702325e7b|Guest Editor's Introduction.|Asuman Dogac|SIGMOD Record|1998
53e9a238b7602d9702b413fb|XML and Electronic Commerce: Enabling the Network Economy.|Bart Meltzer, Robert J. Glushko|SIGMOD Record|1998
53e99c4bb7602d97024fc441|Reminiscences on Influential Papers - Kenneth A. Ross.|Zachary G. Ives, Bertram Ludäscher, Ioana Manolescu|SIGMOD Record|2004
53e9ab65b7602d97035023ec|Automata Theory for XML Researchers.|Frank Neven|SIGMOD Record|2002
53e9adffb7602d9703809a8b|Report on the Web Dynamics Workshop at WWW 2002.|Mark Levene, Alexandra Poulovassilis|SIGMOD Record|2002
53e9afacb7602d97039fb80e|A context-aware methodology for very small data base design.|Cristiana Bolchini, Fabio A. Schreiber, Letizia Tanca|SIGMOD Record|2004
53e997e9b7602d9701fe4526|Book Review Column.|Karl Aberer|SIGMOD Record|2001
53e99b0ab7602d970239c211|Reminiscences on Influential Papers.|Kenneth A. Ross, Yannis E. Ioannidis, Anant Jhingran, Christos H. Papadimitriou|SIGMOD Record|2000
53e9b4a1b7602d9703fad9ff|Why And How To Benchmark XML Databases.|Albrecht Schmidt 0002, Florian Waas, Martin L. Kersten, Daniela Florescu, Michael J. Carey, Ioana Manolescu, Ralph Busse|SIGMOD Record|2001
53e9a28ab7602d9702b92b09|Report on the Mobile Search Workshop at WWW 2002.|Aya Soffer, Yoëlle S. Maarek, Bay-Wei Chang|SIGMOD Record|2002
53e99b0ab7602d970239c217|Reminiscences on Influential Papers.|Richard T. Snodgrass|SIGMOD Record|1998
53e9b47cb7602d9703f80ae7|View Maintenance in Mobile Computing.|Ouri Wolfson, A. Prasad Sistla, Son Dao, Kailash Narayanan, Ramya Raj|SIGMOD Record|1995
53e9ad87b7602d9703780a0d|Business Data Management for B2B Electronic Commerce.|Christoph Quix, Mareike Schoop, Manfred A. Jeusfeld|SIGMOD Record|2002
53e9b500b7602d970402fdab|Spotfire: An Information Exploration Environment.|Christopher Ahlberg|SIGMOD Record|1996
53e99813b7602d970202daba|Dynamic Information Visualization.|Yannis E. Ioannidis|SIGMOD Record|1996
53e9aa0fb7602d97033792a6|A Brief Survey of Web Data Extraction Tools.|Alberto H. F. Laender, Berthier A. Ribeiro-Neto, Altigran Soares da Silva, Juliana S. Teixeira|SIGMOD Record|2002
53e9b47cb7602d9703f7f787|Evaluating lock-based protocols for cooperation on XML documents.|Sven Helmer, Carl-Christian Kanne, Guido Moerkotte|SIGMOD Record|2004
53e99b0ab7602d970239c211|Reminiscences on Influential Papers.|Kenneth A. Ross, James R. Hamilton, Laks V. S. Lakshmanan, Limsoon Wong|SIGMOD Record|2001
53e9ad2cb7602d970370ccd1|Political Winds Change Direction Again.|Xiaolei Qian|SIGMOD Record|1995
53e9b0b2b7602d9703b21cca|OLAP, Relational, and Multidimensional Database Systems.|George Colliat|SIGMOD Record|1996
53e99800b7602d970200b5fd|Editor's Notes.|Michael J. Franklin|SIGMOD Record|1997
53e9ac4eb7602d970361effd|Java Support for Data-Intensive Systems: Experiences Building the Telegraph Dataflow System.|Mehul A. Shah, Samuel Madden, Michael J. Franklin, Joseph M. Hellerstein|SIGMOD Record|2001
53e9b316b7602d9703ddf961|XPath Processing in a Nutshell.|Georg Gottlob, Christoph Koch, Reinhard Pichler|SIGMOD Record|2003
53e9aee4b7602d9703911678|Relational data sharing in peer-based data management systems.|Beng Chin Ooi, Yanfeng Shu, Kian-Lee Tan|SIGMOD Record|2003
53e99800b7602d970200b601|Editor's Notes.|Lin Liu|SIGMOD Record|2004
53e9a6dfb7602d97030162b3|Theory of Answering Queries Using Views.|Alon Y. Halevy|SIGMOD Record|2000
53e9ab31b7602d97034bb6c4|Control Strategies for Complex Relational Query Processing in Shared Nothing Systems.|Lionel Brunie, Harald Kosch|SIGMOD Record|1996
53e9984fb7602d970208510b|Treasurer's Message.|Joachim Hammer|SIGMOD Record|2002
53e9b95bb7602d9704549f06|Implementation Aspects of an Object-Oriented DBMS.|Asuman Dogac, Mehmet Altinel, Cetin Ozkan, Ilker Durusoy|SIGMOD Record|1995
53e9aea4b7602d97038c9599|Open GIS and On-Line Environmental Libraries.|Kenn Gardels|SIGMOD Record|1997
53e9acbcb7602d970369b25e|Incremental data Structures and Algorithms for Dynamic Query Interfaces.|Egemen Tanin, Richard Beigel, Ben Shneiderman|SIGMOD Record|1996
53e9babab7602d97046e7c3c|EIHA?!?: Deploying Web and WAP services using XML Technology.|Chiara Biancheri, Jean-Christophe R. Pazzaglia, Gavino Paddeu|SIGMOD Record|2001
53e9b700b7602d97042950b9|An Introduction to Remy's Fast Polymorphic Record Projection.|Limsoon Wong|SIGMOD Record|1995
53e9b1c2b7602d9703c5029f|Exposing undergraduate students to database system internals.|Anastassia Ailamaki, Joseph M. Hellerstein|SIGMOD Record|2003
53e9a757b7602d970308f864|Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul, Peter Buneman, and Dan Suciu. Morgan Kaufmann 1999.|Fernando Berzal Galiano, Nicolás Marín|SIGMOD Record|2003
53e9985fb7602d9702096dfe|Integrating Modelling Systems for Environmental Management Information Systems.|David J. Abel, Kerry L. Taylor, Dean Kuo|SIGMOD Record|1997
53e9b61bb7602d970416f8ed|Amicalola Report: Database and Information System Research Challenges and Opportunities in Semantic Web and Enterprises.|Amit P. Sheth, Robert Meersman|SIGMOD Record|2002
53e9b65bb7602d97041be2dd|Efficient Materialization and Use of Views in Data Warehouses.|Márcio Farias de Souza, Marcus Costa Sampaio|SIGMOD Record|1999
53e99a4eb7602d97022b2d1f|An Orthogonally Persistent Java.|Malcolm P. Atkinson, Laurent Daynès, Mick J. Jordan, Tony Printezis, Susan Spence|SIGMOD Record|1996
53e99b2cb7602d97023c5356|Environment Information Systems - Guest Editor's Foreword.|Oliver Günther|SIGMOD Record|1997
53e9ac33b7602d97035fc49a|Constraint databases: A tutorial introduction.|Jan Van den Bussche|SIGMOD Record|2000
53e9a7d6b7602d9703115de0|SQL/XML and the SQLX Informal Group of Companies.|Andrew Eisenberg, Jim Melton|SIGMOD Record|2001
53e9b8a1b7602d970447d825|A Componentized Architecture for Dynamic Electronic Markets.|Benny Reich, Israel Ben-Shaul|SIGMOD Record|1998
53e9b8d4b7602d97044b3ccc|Information Systems Research at RWTH Aachen.|Matthias Jarke|SIGMOD Record|1995
53e99800b7602d970200b5fd|Editor's Notes.|Michael J. Franklin|SIGMOD Record|1999
53e9ac5cb7602d970362ecc1|To Table or Not to Table: a Hypertabular Answer.|Giuseppe Santucci, Laura Tarantino|SIGMOD Record|1996
53e99f02b7602d97027cc611|An Anonymous Electronic Commerce Scheme with an Off-Line Authority and Untrusted Agents.|Josep Domingo-Ferrer, Jordi Herrera-Joancomartí|SIGMOD Record|1998
53e99800b7602d970200b603|Editor's Notes.|Michael J. Franklin|SIGMOD Record|2000
53e9b023b7602d9703a812bc|Managing uncertainty in sensor database.|Reynold Cheng, Sunil Prabhakar|SIGMOD Record|2003
53e99846b7602d9702077788|XPath query containment.|Thomas Schwentick|SIGMOD Record|2004
53e99800b7602d970200b603|Editor's Notes.|Michael J. Franklin|SIGMOD Record|2000
53e99f0ab7602d97027d6316|Message from Editor-in-Chief, ACM Transactions on Database Systems.|Won Kim|SIGMOD Record|1999
53e9b62eb7602d970418b0b2|Report on the 18th British National Conference on Databases (BNCOD).|Carole A. Goble, Brian J. Read|SIGMOD Record|2002
53e9ab6fb7602d970350e60f|A Research Status Report on Adaptation for Mobile Data Access.|Brian Noble, Mahadev Satyanarayanan|SIGMOD Record|1995
53e99a67b7602d97022d556a|Matching Large XML Schemas.|Erhard Rahm, Hong Hai Do, Sabine Massmann|SIGMOD Record|2004
53e9bd4bb7602d97049d90b0|Semantic Video Indexing: Approach and Issue.|Arun Hampapur|SIGMOD Record|1999
53e99a2ab7602d9702283f63|Distributed Transactions in Practice.|Prabhu Ram, Lyman Do, Pamela Drew|SIGMOD Record|1999
53e9ae22b7602d9703836aa0|UniSQL's Next-Generation Object-Relational Database Management System.|Albert D'Andrea, Phil Janus|SIGMOD Record|1996
53e99ea7b7602d9702772455|Scientist's Called Upon to Take Actions.|Xiaolei Qian|SIGMOD Record|1996
53e99de2b7602d97026a6cc2|Analysis of existing databases at the logical level: the DBA companion project.|Fabien De Marchi, Stéphane Lopes, Jean-Marc Petit, Farouk Toumani|SIGMOD Record|2003
53e9ba4eb7602d97046678f4|"Response to ""A Close Look at the IFO Data Model""."|Serge Abiteboul, Richard Hull|SIGMOD Record|1995
53e9b7cdb7602d970437bea2|In Reply to Domains, relations and Religious Wars.|Hugh Darwen|SIGMOD Record|1996
53e9b0eeb7602d9703b6ab6e|Practical Lessons in Supporting Large-Scale Computational Science.|Ron Musick, Terence Critchlow|SIGMOD Record|1999
53e9b5b6b7602d97040fa1e4|Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules.|Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Tokuyama|VLDB|1996
53e9b3c7b7602d9703eb19ad|The BeSS Object Storage Manager: Architecture Overview.|Alexandros Biliris, Euthimios Panagos|SIGMOD Record|1996
53e9a6f5b7602d9703028288|Information Discovery, Extraction and Integration for the Hidden Web.|Jiying Wang|VLDB PhD Workshop|2003
53e99967b7602d97021a9954|Promises and Realities of Active Database Systems.|Eric Simon, Angelika Kotz Dittrich|VLDB|1995
53e99d88b7602d9702645354|Proceedings of the VLDB 2003 PhD Workshop. Co-located with the 29th International Conference on Very Large Data Bases (VLDB 2003). Berlin, September 12-13, 2003||VLDB PhD Workshop|2003
53e9ad72b7602d970375d2fa|The Value of Merge-Join and Hash-Join in SQL Server.|Goetz Graefe|VLDB|1999
53e9bbcfb7602d970481d40a|Distributed Processing over Stand-alone Systems and Applications.|Gustavo Alonso, Claus Hagen, Hans-Jörg Schek, Markus Tresch|VLDB|1997
